id,companyId,number,product,product_en,name,product_img
222,81,4,咖啡樱桃茶,Coffee cherry tea,"Hillkoff co.,ltd.","SME/Hillkoff co.,ltd./4.jpg"
223,82,1,罐装 / 袋装甜玉米粒,Canned/Pouch Sweet Corn Kernels,"Lampang Food Products Co., Ltd.","SME/Lampang Food Products Co., Ltd./1.jpg"
224,82,2,应季水果,Seasonal Fruits,"Lampang Food Products Co., Ltd.","SME/Lampang Food Products Co., Ltd./2.jpg"
225,82,3,糖棕籽,Sugar Palm Seed,"Lampang Food Products Co., Ltd.","SME/Lampang Food Products Co., Ltd./3.jpg"
226,82,4,腌制品,Pickled items ,"Lampang Food Products Co., Ltd.","SME/Lampang Food Products Co., Ltd./4.jpg"
227,83,1,咖啡,Coffee,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/1.jpg
228,83,2,腰果,cashew nuts,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/2.jpg
229,83,3,香料,spices,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/3.jpg
230,83,4,蜂蜜,honey,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/4.jpg
231,83,5,幼苗,seedlings,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/5.jpg
232,83,6,农业综合企业咨询,agribusiness consultancy,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/6.jpg
233,83,7,农业储蓄,AgriSave,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/7.jpg
234,83,8,农业投入品与机械化,agro-inputs & mechanization,Mrutu Agro-Solutions Company Limited,SME/Mrutu Agro-Solutions Company Limited/8.jpg
235,84,1,葡萄干,Raisins,"""Eastern Agro Export"" Limited Liability Company","SME/""Eastern Agro Export"" Limited Liability Company/1.jpg"
236,84,2,杏干,Dried apricots,"""Eastern Agro Export"" Limited Liability Company","SME/""Eastern Agro Export"" Limited Liability Company/2.jpg"
237,84,3,西梅干, Prunes,"""Eastern Agro Export"" Limited Liability Company","SME/""Eastern Agro Export"" Limited Liability Company/3.jpg"
238,84,4,绿豆,Mung beans,"""Eastern Agro Export"" Limited Liability Company","SME/""Eastern Agro Export"" Limited Liability Company/4.jpg"
239,84,5,花生,Peanuts,"""Eastern Agro Export"" Limited Liability Company","SME/""Eastern Agro Export"" Limited Liability Company/5.jpg"
240,85,1,杏干,Dried apricots,"""Optimum Fruits"" LLC","SME/""Optimum Fruits"" LLC/1.jpg"
241,85,2,葡萄干,Raisins,"""Optimum Fruits"" LLC","SME/""Optimum Fruits"" LLC/2.jpg"
242,85,3,西梅干,Prunes,"""Optimum Fruits"" LLC","SME/""Optimum Fruits"" LLC/3.jpg"
243,85,4,绿豆,Mung beans,"""Optimum Fruits"" LLC","SME/""Optimum Fruits"" LLC/4.jpg"
244,85,5,花生
, Peanuts,"""Optimum Fruits"" LLC","SME/""Optimum Fruits"" LLC/5.jpg"
